date,sentiment_mean,sentiment_volatility,tweet_volume,StringencyIndex_Average,daily_new_cases,daily_new_deaths,C1_School_closing,C2_Workplace_closing,C4_Restrictions_gatherings,C6_Stay_at_home,C7_Internal_movement,C8_International_travel,H6_Facial_coverings
2020-04-29,0.006875431554734399,0.0015384404621445191,271850.0,-0.6183333333333394,536.1666666666279,21.16666666666788,-0.16666666666666652,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-30,0.011669551716296009,0.0016006601868440717,-206264.0,0.0,359.83333333337214,-34.33333333333212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,-0.0021160308576860104,-0.00867364385719982,38574.0,0.0,853.4999999999709,-57.66666666666788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-02,-0.006221256973861999,0.002269087663202718,-6460.0,0.0,-1668.166666666657,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-03,-0.0024654447839650984,0.009190969713375019,49820.0,0.0,-572.333333333343,-108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,-0.0011790709942760963,-0.011189924152144204,-38884.0,0.0,156.5000000000291,40.16666666666788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-05,0.0038759758602271016,0.007023687379861976,-8715.0,0.0,50.999999999970896,124.16666666666424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,-0.008012609936393501,0.009046355603587242,-54523.0,0.0,100.66666666668607,23.16666666666788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-07,0.002221376243830002,-0.00748148024411982,39435.0,0.0,566.666666666657,-73.83333333333212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-08,0.009399443828544199,0.011637222401838898,46333.0,0.0,-297.66666666665697,-31.000000000003695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-09,-0.011107956567865902,-0.009396051358830204,23686.0,0.0,-639.0000000000291,-55.833333333328426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-10,-0.0011057890163128983,-0.0038681400525789056,-65441.0,0.0,-912.5,-92.16666666667152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,0.0029363217965140964,-0.010676840982433489,8581.0,-0.6166666666666742,280.0000000000582,-6.833333333328483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-12,-0.006118277464710796,0.007479526506784906,47627.0,0.0,668.4999999999418,99.83333333332843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-13,0.004696357185583096,0.0004198918106517735,75237.0,-1.079999999999984,-551.1666666666279,12.666666666671574,0.0,0.0,0.0,-0.16666666666666674,0.0,0.0,0.0
2020-05-14,0.004166779814563704,0.006797131584743599,-242831.0,-7.2533333333333445,893.1666666666279,15.499999999996362,-0.16666666666666652,-0.3333333333333335,-0.16666666666666652,-0.33333333333333326,-0.33333333333333326,0.0,0.0
2020-05-15,-0.0007054005244188991,-0.007796747954145089,117327.0,-0.61666666666666,-286.83333333331393,-30.33333333333212,0.0,-0.16666666666666652,0.0,-0.16666666666666674,0.0,0.0,0.0
2020-05-16,-0.006244579105065602,0.007783857766418989,1174885.0,-0.23166666666666913,-190.33333333331393,-77.16666666666788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-17,-0.0018209558221223,-0.009148684748718494,141843.0,0.0,-906.5000000000582,-70.49999999999636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,0.007617141906097198,0.007342098274724429,368698.0,-0.7716666666666612,732.5000000000582,72.16666666666424,0.0,-0.16666666666666652,0.0,-0.16666666666666652,0.0,0.0,0.0
2020-05-19,-0.00022512993862210118,-0.0006649632674615158,-132622.0,0.0,-214.33333333337214,27.16666666666424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-20,-0.006697227668508998,-8.545223356098974e-05,23446.0,0.0,335.66666666668607,10.000000000003638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,0.007168390267575202,-0.002799473309829603,-208435.0,0.0,331.0,-52.33333333333576,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-22,0.007302370438864503,-0.0024308301595085124,-120550.0,0.0,-283.16666666662786,-3.499999999996362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-23,-0.014161240693709803,0.004820781535955998,16094.0,0.0,-788.0000000000582,-24.500000000003666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-24,0.010546643049363494,0.018503409615265587,178882.0,-0.3100000000000023,7.666666666686069,-76.33333333333209,0.0,0.0,0.0,-0.16666666666666674,0.0,0.0,0.0
2020-05-25,0.011592605417852911,0.000984625155298624,-181494.0,-0.3083333333333371,-108.5,-6.666666666667879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-26,0.007139983989812498,0.0036385685374797916,-51992.0,0.0,-110.83333333331393,13.500000000003638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-27,-0.0151395400765134,-0.015476809692497706,58039.0,0.0,67.99999999994179,132.49999999999636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-28,-0.021860982746527605,0.010196320052927088,-34991.0,0.0,355.33333333337214,-61.50000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-29,-0.005772499165419796,-0.03132363890669429,46833.0,-1.0799999999999983,610.1666666666861,-1.4999999999963336,0.0,-0.16666666666666674,-0.16666666666666696,-0.16666666666666663,0.0,0.0,0.0
